PROVIDER;DESCRIPTION;SUBSCRIPTIONID;LOCATION;ASSESSMENTDATE;REQUIREMENTS_ID;REQUIREMENTS_DESCRIPTION;REQUIREMENTS_ATTRIBUTES_PILLAR;REQUIREMENTS_ATTRIBUTES_ARTICLE;REQUIREMENTS_ATTRIBUTES_ARTICLETITLE;STATUS;STATUSEXTENDED;RESOURCEID;RESOURCENAME;CHECKID;MUTED;FRAMEWORK;NAME
azure;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";524e42fc-65bd-4b6c-b65d-da2abce9b1d9;global;2026-06-30 12:59:48.948909;DORA-Art30;Contractual arrangements with ICT third-party service providers shall be set out in writing and include, at minimum, agreed service levels and clear allocation of rights and obligations. Privilege boundaries, least-privilege policies and absence of administrative wildcards are the technical guardrails that enforce these contractual constraints inside AWS.;ICT Third-Party Risk Management;Article 30;Key contractual provisions;FAIL;Role assignment d78072af-594e-4ac8-8380-be9a111c5bd3 in subscription Azure subscription 1 (524e42fc-65bd-4b6c-b65d-da2abce9b1d9) grants User Access Administrator role to User 559197e7-97e7-4913-9471-03c3ebb13c01.;/providers/Microsoft.Authorization/roleAssignments/d78072af-594e-4ac8-8380-be9a111c5bd3;d78072af-594e-4ac8-8380-be9a111c5bd3;iam_role_user_access_admin_restricted;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
azure;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";524e42fc-65bd-4b6c-b65d-da2abce9b1d9;global;2026-06-30 12:59:48.948909;DORA-Art5;Financial entities shall have a sound, comprehensive and well-documented ICT internal governance and control framework. Senior management is accountable for ICT risk and shall enforce strong identity, authentication and least-privilege policies for privileged identities, including the root account.;ICT Risk Management;Article 5;Governance and organisation;PASS;Role assignment 456bba9c-7bd1-4cc4-9d2a-51aaac12a1e6 in subscription Azure subscription 1 (524e42fc-65bd-4b6c-b65d-da2abce9b1d9) does not grant User Access Administrator role.;/subscriptions/524e42fc-65bd-4b6c-b65d-da2abce9b1d9/providers/Microsoft.Authorization/roleAssignments/456bba9c-7bd1-4cc4-9d2a-51aaac12a1e6;456bba9c-7bd1-4cc4-9d2a-51aaac12a1e6;iam_role_user_access_admin_restricted;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
azure;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";524e42fc-65bd-4b6c-b65d-da2abce9b1d9;global;2026-06-30 12:59:48.948909;DORA-Art30;Contractual arrangements with ICT third-party service providers shall be set out in writing and include, at minimum, agreed service levels and clear allocation of rights and obligations. Privilege boundaries, least-privilege policies and absence of administrative wildcards are the technical guardrails that enforce these contractual constraints inside AWS.;ICT Third-Party Risk Management;Article 30;Key contractual provisions;PASS;Role assignment 456bba9c-7bd1-4cc4-9d2a-51aaac12a1e6 in subscription Azure subscription 1 (524e42fc-65bd-4b6c-b65d-da2abce9b1d9) does not grant User Access Administrator role.;/subscriptions/524e42fc-65bd-4b6c-b65d-da2abce9b1d9/providers/Microsoft.Authorization/roleAssignments/456bba9c-7bd1-4cc4-9d2a-51aaac12a1e6;456bba9c-7bd1-4cc4-9d2a-51aaac12a1e6;iam_role_user_access_admin_restricted;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
azure;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";524e42fc-65bd-4b6c-b65d-da2abce9b1d9;global;2026-06-30 12:59:48.948909;DORA-Art5;Financial entities shall have a sound, comprehensive and well-documented ICT internal governance and control framework. Senior management is accountable for ICT risk and shall enforce strong identity, authentication and least-privilege policies for privileged identities, including the root account.;ICT Risk Management;Article 5;Governance and organisation;PASS;Role assignment ee5ac645-b50e-4e8b-be52-c38799381ee6 in subscription Azure subscription 1 (524e42fc-65bd-4b6c-b65d-da2abce9b1d9) does not grant User Access Administrator role.;/subscriptions/524e42fc-65bd-4b6c-b65d-da2abce9b1d9/providers/Microsoft.Authorization/roleAssignments/ee5ac645-b50e-4e8b-be52-c38799381ee6;ee5ac645-b50e-4e8b-be52-c38799381ee6;iam_role_user_access_admin_restricted;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
azure;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";524e42fc-65bd-4b6c-b65d-da2abce9b1d9;global;2026-06-30 12:59:48.948909;DORA-Art30;Contractual arrangements with ICT third-party service providers shall be set out in writing and include, at minimum, agreed service levels and clear allocation of rights and obligations. Privilege boundaries, least-privilege policies and absence of administrative wildcards are the technical guardrails that enforce these contractual constraints inside AWS.;ICT Third-Party Risk Management;Article 30;Key contractual provisions;PASS;Role assignment ee5ac645-b50e-4e8b-be52-c38799381ee6 in subscription Azure subscription 1 (524e42fc-65bd-4b6c-b65d-da2abce9b1d9) does not grant User Access Administrator role.;/subscriptions/524e42fc-65bd-4b6c-b65d-da2abce9b1d9/providers/Microsoft.Authorization/roleAssignments/ee5ac645-b50e-4e8b-be52-c38799381ee6;ee5ac645-b50e-4e8b-be52-c38799381ee6;iam_role_user_access_admin_restricted;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
azure;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";524e42fc-65bd-4b6c-b65d-da2abce9b1d9;global;2026-06-30 12:59:48.948909;DORA-Art5;Financial entities shall have a sound, comprehensive and well-documented ICT internal governance and control framework. Senior management is accountable for ICT risk and shall enforce strong identity, authentication and least-privilege policies for privileged identities, including the root account.;ICT Risk Management;Article 5;Governance and organisation;PASS;Role assignment f7ed1e11-f44e-4b72-8d4f-8bf3de6cd4bf in subscription Azure subscription 1 (524e42fc-65bd-4b6c-b65d-da2abce9b1d9) does not grant User Access Administrator role.;/subscriptions/524e42fc-65bd-4b6c-b65d-da2abce9b1d9/providers/Microsoft.Authorization/roleAssignments/f7ed1e11-f44e-4b72-8d4f-8bf3de6cd4bf;f7ed1e11-f44e-4b72-8d4f-8bf3de6cd4bf;iam_role_user_access_admin_restricted;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
azure;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";524e42fc-65bd-4b6c-b65d-da2abce9b1d9;global;2026-06-30 12:59:48.948909;DORA-Art30;Contractual arrangements with ICT third-party service providers shall be set out in writing and include, at minimum, agreed service levels and clear allocation of rights and obligations. Privilege boundaries, least-privilege policies and absence of administrative wildcards are the technical guardrails that enforce these contractual constraints inside AWS.;ICT Third-Party Risk Management;Article 30;Key contractual provisions;PASS;Role assignment f7ed1e11-f44e-4b72-8d4f-8bf3de6cd4bf in subscription Azure subscription 1 (524e42fc-65bd-4b6c-b65d-da2abce9b1d9) does not grant User Access Administrator role.;/subscriptions/524e42fc-65bd-4b6c-b65d-da2abce9b1d9/providers/Microsoft.Authorization/roleAssignments/f7ed1e11-f44e-4b72-8d4f-8bf3de6cd4bf;f7ed1e11-f44e-4b72-8d4f-8bf3de6cd4bf;iam_role_user_access_admin_restricted;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
azure;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";524e42fc-65bd-4b6c-b65d-da2abce9b1d9;global;2026-06-30 12:59:48.948909;DORA-Art19;Financial entities shall report major ICT-related incidents to the relevant competent authority and may, on a voluntary basis, notify significant cyber threats. Detective metric filters, change-tracking alarms and reliable notification topics are needed to surface and route reportable events.;ICT-Related Incident Reporting;Article 19;Reporting of major ICT-related incidents and voluntary notification of significant cyber threats;FAIL;There is not an alert for creating Policy Assignments in subscription Azure subscription 1 (524e42fc-65bd-4b6c-b65d-da2abce9b1d9).;/subscriptions/524e42fc-65bd-4b6c-b65d-da2abce9b1d9;524e42fc-65bd-4b6c-b65d-da2abce9b1d9;monitor_alert_create_policy_assignment;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
azure;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";524e42fc-65bd-4b6c-b65d-da2abce9b1d9;global;2026-06-30 12:59:48.948909;DORA-Art19;Financial entities shall report major ICT-related incidents to the relevant competent authority and may, on a voluntary basis, notify significant cyber threats. Detective metric filters, change-tracking alarms and reliable notification topics are needed to surface and route reportable events.;ICT-Related Incident Reporting;Article 19;Reporting of major ICT-related incidents and voluntary notification of significant cyber threats;FAIL;There is not an alert for creating/updating Network Security Groups in subscription Azure subscription 1 (524e42fc-65bd-4b6c-b65d-da2abce9b1d9).;/subscriptions/524e42fc-65bd-4b6c-b65d-da2abce9b1d9;524e42fc-65bd-4b6c-b65d-da2abce9b1d9;monitor_alert_create_update_nsg;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
azure;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";524e42fc-65bd-4b6c-b65d-da2abce9b1d9;global;2026-06-30 12:59:48.948909;DORA-Art19;Financial entities shall report major ICT-related incidents to the relevant competent authority and may, on a voluntary basis, notify significant cyber threats. Detective metric filters, change-tracking alarms and reliable notification topics are needed to surface and route reportable events.;ICT-Related Incident Reporting;Article 19;Reporting of major ICT-related incidents and voluntary notification of significant cyber threats;FAIL;There is not an alert for creating/updating Public IP address rule in subscription Azure subscription 1 (524e42fc-65bd-4b6c-b65d-da2abce9b1d9).;/subscriptions/524e42fc-65bd-4b6c-b65d-da2abce9b1d9;524e42fc-65bd-4b6c-b65d-da2abce9b1d9;monitor_alert_create_update_public_ip_address_rule;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
azure;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";524e42fc-65bd-4b6c-b65d-da2abce9b1d9;global;2026-06-30 12:59:48.948909;DORA-Art11;Financial entities shall put in place a comprehensive ICT business continuity policy, including ICT response and recovery plans, that ensures the continuity of ICT-supported critical or important functions. Operational alarming, automated event routing and tested recovery actions are essential.;ICT Risk Management;Article 11;Response and recovery;FAIL;There is not an alert for creating/updating Security Solution in subscription Azure subscription 1 (524e42fc-65bd-4b6c-b65d-da2abce9b1d9).;/subscriptions/524e42fc-65bd-4b6c-b65d-da2abce9b1d9;524e42fc-65bd-4b6c-b65d-da2abce9b1d9;monitor_alert_create_update_security_solution;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
azure;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";524e42fc-65bd-4b6c-b65d-da2abce9b1d9;global;2026-06-30 12:59:48.948909;DORA-Art19;Financial entities shall report major ICT-related incidents to the relevant competent authority and may, on a voluntary basis, notify significant cyber threats. Detective metric filters, change-tracking alarms and reliable notification topics are needed to surface and route reportable events.;ICT-Related Incident Reporting;Article 19;Reporting of major ICT-related incidents and voluntary notification of significant cyber threats;FAIL;There is not an alert for creating/updating Security Solution in subscription Azure subscription 1 (524e42fc-65bd-4b6c-b65d-da2abce9b1d9).;/subscriptions/524e42fc-65bd-4b6c-b65d-da2abce9b1d9;524e42fc-65bd-4b6c-b65d-da2abce9b1d9;monitor_alert_create_update_security_solution;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
azure;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";524e42fc-65bd-4b6c-b65d-da2abce9b1d9;global;2026-06-30 12:59:48.948909;DORA-Art19;Financial entities shall report major ICT-related incidents to the relevant competent authority and may, on a voluntary basis, notify significant cyber threats. Detective metric filters, change-tracking alarms and reliable notification topics are needed to surface and route reportable events.;ICT-Related Incident Reporting;Article 19;Reporting of major ICT-related incidents and voluntary notification of significant cyber threats;FAIL;There is not an alert for creating/updating SQL Server firewall rule in subscription Azure subscription 1 (524e42fc-65bd-4b6c-b65d-da2abce9b1d9).;/subscriptions/524e42fc-65bd-4b6c-b65d-da2abce9b1d9;524e42fc-65bd-4b6c-b65d-da2abce9b1d9;monitor_alert_create_update_sqlserver_fr;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
azure;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";524e42fc-65bd-4b6c-b65d-da2abce9b1d9;global;2026-06-30 12:59:48.948909;DORA-Art19;Financial entities shall report major ICT-related incidents to the relevant competent authority and may, on a voluntary basis, notify significant cyber threats. Detective metric filters, change-tracking alarms and reliable notification topics are needed to surface and route reportable events.;ICT-Related Incident Reporting;Article 19;Reporting of major ICT-related incidents and voluntary notification of significant cyber threats;FAIL;There is not an alert for deleting Network Security Groups in subscription Azure subscription 1 (524e42fc-65bd-4b6c-b65d-da2abce9b1d9).;/subscriptions/524e42fc-65bd-4b6c-b65d-da2abce9b1d9;524e42fc-65bd-4b6c-b65d-da2abce9b1d9;monitor_alert_delete_nsg;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
azure;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";524e42fc-65bd-4b6c-b65d-da2abce9b1d9;global;2026-06-30 12:59:48.948909;DORA-Art19;Financial entities shall report major ICT-related incidents to the relevant competent authority and may, on a voluntary basis, notify significant cyber threats. Detective metric filters, change-tracking alarms and reliable notification topics are needed to surface and route reportable events.;ICT-Related Incident Reporting;Article 19;Reporting of major ICT-related incidents and voluntary notification of significant cyber threats;FAIL;There is not an alert for deleting policy assignment in subscription Azure subscription 1 (524e42fc-65bd-4b6c-b65d-da2abce9b1d9).;/subscriptions/524e42fc-65bd-4b6c-b65d-da2abce9b1d9;524e42fc-65bd-4b6c-b65d-da2abce9b1d9;monitor_alert_delete_policy_assignment;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
azure;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";524e42fc-65bd-4b6c-b65d-da2abce9b1d9;global;2026-06-30 12:59:48.948909;DORA-Art19;Financial entities shall report major ICT-related incidents to the relevant competent authority and may, on a voluntary basis, notify significant cyber threats. Detective metric filters, change-tracking alarms and reliable notification topics are needed to surface and route reportable events.;ICT-Related Incident Reporting;Article 19;Reporting of major ICT-related incidents and voluntary notification of significant cyber threats;FAIL;There is not an alert for deleting public IP address rule in subscription Azure subscription 1 (524e42fc-65bd-4b6c-b65d-da2abce9b1d9).;/subscriptions/524e42fc-65bd-4b6c-b65d-da2abce9b1d9;524e42fc-65bd-4b6c-b65d-da2abce9b1d9;monitor_alert_delete_public_ip_address_rule;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
azure;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";524e42fc-65bd-4b6c-b65d-da2abce9b1d9;global;2026-06-30 12:59:48.948909;DORA-Art11;Financial entities shall put in place a comprehensive ICT business continuity policy, including ICT response and recovery plans, that ensures the continuity of ICT-supported critical or important functions. Operational alarming, automated event routing and tested recovery actions are essential.;ICT Risk Management;Article 11;Response and recovery;FAIL;There is not an alert for deleting Security Solution in subscription Azure subscription 1 (524e42fc-65bd-4b6c-b65d-da2abce9b1d9).;/subscriptions/524e42fc-65bd-4b6c-b65d-da2abce9b1d9;524e42fc-65bd-4b6c-b65d-da2abce9b1d9;monitor_alert_delete_security_solution;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
azure;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";524e42fc-65bd-4b6c-b65d-da2abce9b1d9;global;2026-06-30 12:59:48.948909;DORA-Art19;Financial entities shall report major ICT-related incidents to the relevant competent authority and may, on a voluntary basis, notify significant cyber threats. Detective metric filters, change-tracking alarms and reliable notification topics are needed to surface and route reportable events.;ICT-Related Incident Reporting;Article 19;Reporting of major ICT-related incidents and voluntary notification of significant cyber threats;FAIL;There is not an alert for deleting Security Solution in subscription Azure subscription 1 (524e42fc-65bd-4b6c-b65d-da2abce9b1d9).;/subscriptions/524e42fc-65bd-4b6c-b65d-da2abce9b1d9;524e42fc-65bd-4b6c-b65d-da2abce9b1d9;monitor_alert_delete_security_solution;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
azure;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";524e42fc-65bd-4b6c-b65d-da2abce9b1d9;global;2026-06-30 12:59:48.948909;DORA-Art19;Financial entities shall report major ICT-related incidents to the relevant competent authority and may, on a voluntary basis, notify significant cyber threats. Detective metric filters, change-tracking alarms and reliable notification topics are needed to surface and route reportable events.;ICT-Related Incident Reporting;Article 19;Reporting of major ICT-related incidents and voluntary notification of significant cyber threats;FAIL;There is not an alert for deleting SQL Server firewall rule in subscription Azure subscription 1 (524e42fc-65bd-4b6c-b65d-da2abce9b1d9).;/subscriptions/524e42fc-65bd-4b6c-b65d-da2abce9b1d9;524e42fc-65bd-4b6c-b65d-da2abce9b1d9;monitor_alert_delete_sqlserver_fr;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
azure;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";524e42fc-65bd-4b6c-b65d-da2abce9b1d9;global;2026-06-30 12:59:48.948909;DORA-Art11;Financial entities shall put in place a comprehensive ICT business continuity policy, including ICT response and recovery plans, that ensures the continuity of ICT-supported critical or important functions. Operational alarming, automated event routing and tested recovery actions are essential.;ICT Risk Management;Article 11;Response and recovery;FAIL;There is no activity log alert for Service Health in subscription Azure subscription 1 (524e42fc-65bd-4b6c-b65d-da2abce9b1d9).;/subscriptions/524e42fc-65bd-4b6c-b65d-da2abce9b1d9;524e42fc-65bd-4b6c-b65d-da2abce9b1d9;monitor_alert_service_health_exists;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
azure;"The Digital Operational Resilience Act (DORA) is a European Union regulation (Regulation (EU) 2022/2554) that sets a uniform framework for the digital operational resilience of the EU financial sector. Mandatory since 17 January 2025, it applies to financial entities (banks, insurers, investment firms, payment institutions, etc.) and to ICT third-party service providers. DORA is structured around five pillars: ICT risk management, ICT-related incident reporting, digital operational resilience testing, ICT third-party risk management, and information sharing. This Prowler mapping covers the technical controls auditable from cloud configuration; the organisational, contractual and supervisory obligations defined in DORA must be addressed outside of Prowler.";524e42fc-65bd-4b6c-b65d-da2abce9b1d9;global;2026-06-30 12:59:48.948909;DORA-Art14;As part of the ICT risk management framework, financial entities shall have in place crisis communication plans enabling a responsible disclosure of ICT-related incidents or major vulnerabilities to clients, counterparts and the public. Reliable, encrypted and access-controlled notification channels are required.;ICT Risk Management;Article 14;Communication;FAIL;There is no activity log alert for Service Health in subscription Azure subscription 1 (524e42fc-65bd-4b6c-b65d-da2abce9b1d9).;/subscriptions/524e42fc-65bd-4b6c-b65d-da2abce9b1d9;524e42fc-65bd-4b6c-b65d-da2abce9b1d9;monitor_alert_service_health_exists;False;DORA;Digital Operational Resilience Act (Regulation (EU) 2022/2554)
